ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
2669,simple,BSA-00222-C,,Water Soluble Thread,1,0,visible,Easily dissolve this water soluble thread for temporary stitching or basting on your sewing projects.,"Our water soluble thread is perfect for temporary stitching or basting on fabrics that need to be easily removed. Simply stitch with the thread and then wash the fabric to dissolve the thread away. Ideal for quilting, appliqué, and other sewing projects where traditional thread may be difficult to remove.",,,taxable,,1,18,,0,0,0.05,,,,1,,5000,5500,Threads,,,https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0011.jpg,,,,,,,,,0,,Color,White,1,1,,,,
2726,simple,BSA-00223-C,,Teflon Cover for Two Lion Steam Iron,1,0,visible,Protect your clothes and extend the life of your iron with the Teflon Cover for Two Lion Steam Iron.,"Keep your clothes safe from burns and stains with the Teflon Cover for Two Lion Steam Iron. This durable cover easily slips over your iron's soleplate, providing a protective barrier between your delicate fabrics and the hot metal surface. Extend the life of your iron and enjoy worry-free ironing with this essential accessory.",,,taxable,,1,77,,0,0,0.2,,,,1,,12000,13500,Pressing Iron & Steamers,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0012.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0012-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0012-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0012-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0012-4.jpg",,,,,,,,,0,,,,,,,,,
2727,simple,BSA-00224-C,,Tambour Embroidery Hoop Stand,1,0,visible,Elevate your embroidery game with the Tambour Embroidery Hoop Stand.,"The Tambour Embroidery Hoop Stand is a must-have tool for any embroidery enthusiast. This versatile stand allows you to effortlessly work on your projects hands-free, providing you with the stability and flexibility you need to create intricate designs. Say goodbye to hand cramps and awkward positioning - with the Tambour Embroidery Hoop Stand, you can focus on perfecting your craft with ease. Upgrade your embroidery setup today!",,,taxable,,1,1,,0,0,0.2,,,,1,,15000,16500,Embroidery Tools,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0013.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0013-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0013-2.jpg",,,,,,,,,0,,Color,Brown,1,1,,,,
2728,simple,BSA-00225-C,,Two Lion Gravity Steam Iron + Teflon Cover,1,0,visible,Achieve wrinkle-free perfection with the Two Lion Gravity Steam Iron. Includes a Teflon cover for smooth gliding.,"The Two Lion Gravity Steam Iron is a must-have for anyone looking to achieve perfectly pressed clothing. This powerful iron features a gravity-fed water tank for continuous steam production, ensuring efficient and effective wrinkle removal. The included Teflon cover provides a smooth gliding surface, protecting your clothes from potential damage. Say goodbye to stubborn wrinkles and hello to perfectly pressed garments with the Two Lion Gravity Steam Iron.",,,taxable,,1,13,,0,0,4,,,,1,,85000,90000,Pressing Iron & Steamers,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0014.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0014-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0014-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0014-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0014-4.jpg",,,,,,,,,0,,Color,Gold,1,1,,,,
2732,simple,BSA-00226-C,,Triangle Pinking Shears,1,0,visible,Create professional zigzag edges with ease using our Triangle Pinking Shears.,"Our Triangle Pinking Shears are the perfect tool for creating decorative zigzag edges on fabric, paper, and other materials. The ergonomic design and sharp blades ensure clean and precise cuts every time. Whether you're a seamstress, crafter, or DIY enthusiast, these shears are a must-have addition to your toolkit. Add a unique touch to your projects with our Triangle Pinking Shears.",,,taxable,,1,25,,0,0,0.3,,,,1,,10000,11000,Cutters and Scissors,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0015.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0015-1.jpg",,,,,,,,,0,,,,,,,,,
2733,simple,BSA-00227-C,,Thumb Thread Cutter,1,0,visible,Conveniently cut threads with precision using the Thumb Thread Cutter.,The Thumb Thread Cutter is a handy tool for quickly and easily cutting threads while sewing or crafting. Simply slip it onto your thumb and effortlessly trim threads with precision. A must-have for any sewing enthusiast or crafter.,,,taxable,,1,3,,0,0,0.03,,,,1,,1200,1400,Cutters and Scissors,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0016.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0016-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0016-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0016-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0016-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0016-5.jpg",,,,,,,,,0,,,,,,,,,
2734,simple,BSA-00228-C,,Thread Sniper,1,0,visible,The Thread Sniper - your go-to tool for precise cutting in sewing and crafting projects.,"The Thread Sniper is a must-have tool for any sewing enthusiast or crafter. Its sharp, precision blades make cutting threads and fabrics a breeze. Its compact design allows for easy handling and storage. Say goodbye to frayed edges and uneven cuts with the Thread Sniper.",,,taxable,,1,27,,0,0,0.03,,,,1,,1000,1200,Cutters and Scissors,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0017.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0017-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0017-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0017-3.jpg",,,,,,,,,0,,,,,,,,,
2736,simple,BSA-00229-C,,Tape Dispenser Refill,1,0,visible,Keep your tape dispenser fully stocked with these convenient refills.,"Never run out of tape again with these easy-to-use refills for your tape dispenser. Perfect for home, office, or school use.",,,taxable,,1,71,,0,0,0.03,,,,1,,1500,2000,Tapes & Tape Makers,,,https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0018.jpg,,,,,,,,,0,,,,,,,,,
2737,simple,BSA-00230-C,,Tambour Hook Needle,1,0,visible,Create intricate tambour embroidery designs with ease using this hook needle.,"The Tambour Hook Needle is a must-have tool for anyone interested in tambour embroidery. With its fine hook tip, it allows for easy stitching and intricate designs. Perfect for adding beautiful embellishments to your projects.",,,taxable,,1,23,,0,0,0.01,,,,1,,5500,6500,"Embroidery Tools, Needles & Pins",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0019.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0019-1.jpg",,,,,,,,,0,,Color,Silver,1,1,,,,
2738,simple,BSA-00231-C,,Tailor’s Pen Chalk,1,0,visible,Precision marking for fabric crafts with Tailor's Pen Chalk.,"Tailor's Pen Chalk is a must-have tool for seamstresses and quilters. This precision marking pen allows for accurate and easy marking on fabrics for sewing and crafting projects. The chalk easily brushes off, leaving no residue behind. Perfect for creating precise lines and patterns on your fabrics. Ideal for professional tailoring or DIY projects.",,,taxable,,1,34,,0,0,0.06,,,,1,,6000,7000,Fabric Chalk & Markers,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0020.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0020-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0020-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0020-3.jpg",,,,,,,,,0,,Color,White,1,1,,,,
2742,simple,BSA-00232-C,,Tag Gun,1,0,visible,Easily attach tags with precision using the Tag Gun.,"The Tag Gun is a must-have tool for attaching tags and labels with ease and precision. Perfect for retail, crafting, and organizing.",,,taxable,,1,49,,0,0,0.2,,,,1,,14000,15500,Tags & Labelling,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0021-6.jpg",,,,,,,,,0,,Color,Green,1,1,,,,
2743,simple,BSA-00233-C,,Tag Barbs,1,0,visible,Securely attach tags with Tag Barbs for easy labeling and organization.,"Tag Barbs are essential for securely attaching tags to items for easy labeling and organization. These durable barbs are perfect for use in retail, manufacturing, and inventory management.",,,taxable,,1,49,,0,0,0.2,,,,1,,14000,15500,Tags & Labelling,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0022.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0022-1.jpg",,,,,,,,,0,,Color,White,1,1,,,,
2745,simple,BSA-00234-C,,Tabletop Zipper Foot,1,0,visible,Easily attach zippers to your projects with the Tabletop Zipper Foot.,The Tabletop Zipper Foot is a must-have attachment for any sewing enthusiast. This handy foot makes it easy to attach zippers to your projects with precision and ease. Simply attach the foot to your sewing machine and watch as it effortlessly guides the zipper tape along the edge of your fabric. Say goodbye to crooked zippers and hello to professional-looking results every time. Add the Tabletop Zipper Foot to your collection of sewing machine feet and take your projects to the next level.,,,taxable,,1,111,,0,0,0.01,,,,1,,5500,6500,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0023.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0023-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0023-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0023-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0023-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0023-5.jpg",,,,,,,,,0,,,,,,,,,
2746,simple,BSA-00235-C,,Domestic Walking Foot with Guide,1,0,visible,Achieve precise stitching with ease using the Domestic Walking Foot with Guide.,"The Domestic Walking Foot with Guide is a must-have attachment for your sewing machine. This foot helps to feed multiple layers of fabric evenly, preventing shifting and puckering. The built-in guide ensures straight and accurate stitching, making it perfect for quilting, garment construction, and more. Upgrade your sewing experience with this essential tool.",,,taxable,,1,17,,0,0,0.08,,,,1,,14000,15500,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0024.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0024-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0024-2.jpg",,,,,,,,,0,,Color,White,1,1,,,,
2747,simple,BSA-00236-C,,Tabletop Twin Needle,1,0,visible,"Upgrade your sewing game with the Tabletop Twin Needle, perfect for creating professional-looking double stitches.","The Tabletop Twin Needle is a must-have tool for any sewing enthusiast looking to elevate their projects. This innovative needle allows you to create double stitches with ease, giving your creations a polished and professional finish. Say goodbye to uneven stitching and hello to perfectly aligned seams with the Tabletop Twin Needle. Add it to your sewing kit today and take your projects to the next level.",,,taxable,,1,43,,0,0,0.01,,,,1,,4500,5000,Needles & Pins,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0025.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0025-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0025-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0025-3.jpg",,,,,,,,,0,,Color,"Blue, Silver",1,1,,,,
2748,simple,BSA-00237-C,,Tabletop Teflon Foot,1,0,visible,Upgrade your sewing experience with the Tabletop Teflon Foot for smooth and precise stitching.,"Enhance your sewing projects with the Tabletop Teflon Foot. Designed for easy gliding on various fabrics, this foot ensures precise stitching and professional results. Say goodbye to fabric sticking and enjoy smoother sewing with this high-quality attachment.",,,taxable,,1,33,,0,0,0.01,,,,1,,5500,6500,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026-5.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0026-6.jpg",,,,,,,,,0,,Color,White,1,1,,,,
2750,simple,BSA-00238-C,,Tabletop Snap-On Invisible Zipper Foot,1,0,visible,Easily attach invisible zippers with precision using this tabletop snap-on foot.,"This tabletop snap-on invisible zipper foot is designed to make attaching invisible zippers a breeze. With its snap-on design, it is easy to attach to your sewing machine, allowing for precise and professional results every time. Say goodbye to uneven zipper placements and hello to seamless finishes with this essential sewing machine foot attachment.",,,taxable,,1,47,,0,0,0.01,,,,1,,6000,7000,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0027.png, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0027-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0027-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0027-3.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0027-4.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0027-5.jpg",,,,,,,,,0,,,,,,,,,
2751,simple,BSA-00239-C,,Tabletop Single Sided Zipper Foot,1,0,visible,Easily attach zippers with precision using this Tabletop Single Sided Zipper Foot.,"The Tabletop Single Sided Zipper Foot is a must-have attachment for any sewing enthusiast. This foot makes it simple to attach zippers with precision and ease, ensuring professional-looking results every time. Compatible with most sewing machines, this foot is a valuable addition to your sewing toolkit.",,,taxable,,1,18,,0,0,0.01,,,,1,,6000,7000,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0028.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0028-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0028-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0028-3.jpg",,,,,,,,,0,,,,,,,,,
2752,simple,BSA-00240-C,,Tabletop Feed Dog,1,0,visible,Improve your sewing precision with our Tabletop Feed Dog attachment.,"Our Tabletop Feed Dog attachment is designed to help you achieve precise and smooth fabric feeding while sewing. Compatible with most sewing machines, this attachment is a must-have for any sewing enthusiast looking to elevate their skills.",,,taxable,,1,8,,0,0,0.01,,,,1,,6000,7000,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0029.jpg,,,,,,,,,0,,Color,Silver,1,1,,,,
2753,simple,BSA-00241-C,,Tabletop Sew Easy Foot,1,0,visible,Easily sew intricate patterns with precision using the Tabletop Sew Easy Foot.,"The Tabletop Sew Easy Foot is a must-have attachment for your sewing machine, allowing you to effortlessly sew intricate patterns with precision. Its compact design makes it easy to maneuver around tight corners and curves, ensuring professional-looking results every time. Upgrade your sewing experience with this versatile and convenient accessory.",,,taxable,,1,101,,0,0,0.01,,,,1,,7000,8000,"Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0030.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0030-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0030-2.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0030-3.jpg",,,,,,,,,0,,,,,,,,,
2754,simple,BSA-00242-C,,Tabletop Screw LED Light,1,0,visible,Illuminate your space with the sleek and modern Tabletop Screw LED Light.,"Add a touch of contemporary style to your home or office with the Tabletop Screw LED Light. Featuring a minimalist design and energy-efficient LED bulbs, this light is perfect for providing ambient lighting on any tabletop or desk. With its screw-shaped base, this light is sure to be a conversation starter and a unique addition to your space.",,,taxable,,1,19,,0,0,0.02,,,,1,,4500,5000,Lighting,,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0031.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0031-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0031-2.jpg",,,,,,,,,0,,Color,White,1,1,,,,
2755,simple,BSA-00243-C,,Domestic Ruffler Foot,1,0,visible,Effortlessly create beautiful ruffles with the Domestic Ruffler Foot.,"The Domestic Ruffler Foot is a must-have attachment for any sewing enthusiast. This manual blackhead foot easily attaches to your sewing machine, allowing you to create perfect ruffles with ease. Add texture and dimension to your projects with this versatile and convenient tool.",,,taxable,,1,50,,0,0,0.09,,,,1,,10000,11500,"Sewing Machine Foot > Manual Blackhead Foots, Sewing Machine Foot, Sewing Machine Foot > Tabletop Foots & Attachments",,,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0032.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0032-1.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/image_0032-2.jpg",,,,,,,,,0,,Color,Silver,1,1,,,,
